Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
1,1000,RNA Methylation (GO:0001510),18/62,3.4288319092300096e-08,cellular process,GO_Biological_Process_2023,7.511354685702211e-10,0.0,0.0,7.896870949824106,165.90879768326835,DIMT1;METTL1;NSUN2;METTL3;THADA;FTSJ1;FTSJ3;TARBP1;FBL;SNRPD2;SNRPD1;TRMT6;METTL4;METTL5;SNRPE;SNRPD3;METTL16;METTL8,0.2903225806451613
1,1000,Mitochondrial Matrix (GO:0005759),46/355,3.1657842621122815e-08,cellular anatomical structure,GO_Cellular_Component_2023,3.253932278526191e-09,0.0,0.0,2.916644616772845,57.00115718710955,GFM1;FASTKD1;POLDIP2;FASTKD2;GFM2;MRPS14;MRPS12;MRPL39;MRPL58;ETFA;MRPL37;ETFB;LIAS;MRPL34;MRPL13;MRPL35;MRPL57;MRPL11;HSPD1;TBRG4;GCSH;MRPL20;MRPL40;GRPEL1;METTL4;MRPL9;TEFM;DNAJC19;HSPA9;TSFM;MRPS22;PAM16;TWNK;MRPL49;MRPL28;MRPL48;HSPE1;CLPX;SUPV3L1;GARS1;OXA1L;MRPL51;LACTB2;MTHFD2;ABCE1;MTRF1L,0.1295774647887324
1,1000,Maturation Of 5.8S rRNA (GO:0000460),10/16,2.666211430065333e-08,cellular process,GO_Biological_Process_2023,5.682866280778683e-10,0.0,0.0,31.976430976430976,680.7268996347557,NSA2;EXOSC10;LAS1L;PES1;MAK16;URB1;WDR12;RRP15;FTSJ3;MPHOSPH6,0.625
1,1000,U2-type Prespliceosome Assembly (GO:1903241),12/23,8.952264766511586e-09,cellular process,GO_Biological_Process_2023,1.8551170327288662e-10,0.0,0.0,20.966875230033125,469.8237094173442,SF3A3;SF3B5;SF3A1;SF3B3;PHF5A;DDX46;SNRPD2;SNRPD1;SNRPE;SNRPD3;HTATSF1;SF3B1,0.5217391304347826
1,1000,mRNA Splice Site Recognition (GO:0006376),12/29,2.0674548546059683e-07,cellular process,GO_Biological_Process_2023,5.385909627155867e-09,0.0,0.0,13.56251488449631,258.2232257652364,SF3A3;SF3A1;PUF60;YTHDC1;SRSF1;LUC7L;LUC7L3;KHDC4;HNRNPC;SRSF5;SRSF6;SRSF9,0.41379310344827586
1,1000,U2 snRNP (GO:0005686),12/25,6.877106870428108e-09,protein-containing complex,GO_Cellular_Component_2023,6.500747787966867e-10,0.0,0.0,17.739333540952973,375.25668587986377,SF3A3;SF3B5;SF3A1;SF3B3;PHF5A;DDX46;SNRPD2;SNRPD1;SNRPE;SNRPD3;HTATSF1;SF3B1,0.48
1,1000,U1 snRNP (GO:0005685),8/18,8.203556307510545e-06,protein-containing complex,GO_Cellular_Component_2023,1.0611565372899213e-06,0.0,0.0,15.314516129032258,210.66879899260064,SNRPD2;SNRNP70;SNRPD1;LUC7L;LUC7L3;PRPF40A;SNRPE;SNRPD3,0.4444444444444444
1,1000,mRNA surveillance pathway,27/98,3.5201218787488084e-12,Translation,KEGG_2021_Human,1.7823401917715486e-13,0.0,0.0,7.398100835227191,217.17627328136544,DAZAP1;NXT1;RBM8A;CSTF3;CSTF2;CASC3;SMG7;GSPT1;PNN;CLP1;PCF11;MAGOH;PAPOLA;UPF2;FUS;PABPC4;UPF3B;UPF3A;MAGOHB;SRRM1;WDR33;NUDT21;DDX19B;DDX39B;RNPS1;ETF1;TARDBP,0.2755102040816326
1,1000,Mitochondrial Protein Import R-HSA-1268020,19/65,3.678805039673295e-09,Protein localization,Reactome_2022,2.2263661623383047e-10,0.0,0.0,7.980454726765058,177.36943849437773,DNAJC19;HSPA9;TIMM8B;TIMM8A;MTX2;TIMM9;PAM16;TIMM13;TIMM23;TIMM22;TIMM10;TOMM20;HSPD1;CHCHD3;SAMM50;GRPEL1;CHCHD7;TIMM17A;TIMM17B,0.2923076923076923
1,1000,tRNA Aminoacylation R-HSA-379724,16/42,1.146680075478664e-09,Metabolism of proteins,Reactome_2022,6.609107063277603e-11,0.0,0.0,11.866166353971233,278.1427906179369,AARS1;RARS1;MARS1;YARS1;DARS1;AIMP1;AIMP2;GARS1;SARS1;NARS1;EPRS1;PPA1;IARS1;EEF1E1;FARSA;TARS1,0.38095238095238093
