Community Index,Community Size,Term,Overlap,Adjusted P-value,Category,Gene_set,P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Overlap (value)
8,484,Purine Ribonucleotide Metabolic Process (GO:0009150),17/84,6.172634214810307e-10,cellular process,GO_Biological_Process_2023,1.4546166694737407e-11,0.0,0.0,10.567068298763145,263.6873847300747,ACOT9;ACSM3;ACOT12;ABHD14B;CROT;GLYAT;BAAT;SULT2B1;SULT1A1;SULT1B1;SULT1E1;ACOT2;ACOT1;MLYCD;ACOT6;ACOT4;SULT2A1,0.20238095238095238
8,484,NAD-retinol Dehydrogenase Activity (GO:0004745),10/19,1.4265691453125708e-10,catalytic activity,GO_Molecular_Function_2023,4.772907921120125e-12,0.0,0.0,45.72667604313174,1192.0059802317355,ADH4;ADH1C;ADH1B;RDH11;RDH10;AKR1A1;RDH16;HSD17B6;ADH7;ADH6,0.5263157894736842
8,484,Alcohol Dehydrogenase (NAD+) Activity (GO:0004022),7/8,8.177380107428177e-10,catalytic activity,GO_Molecular_Function_2023,3.6479019066594097e-11,0.0,0.0,286.3836477987421,6883.025878531695,ADH4;ADH1C;ADH1B;ADHFE1;ADH7;ADH5;ADH6,0.875
8,484,Monocarboxylic Acid Biosynthetic Process (GO:0072330),15/65,1.2301035126069902e-09,cellular process,GO_Biological_Process_2023,3.150879899095775e-11,0.0,0.0,12.451599147121534,301.08905932050544,SDS;ACSM3;OSBPL3;HOGA1;BAAT;CYP7B1;HSD17B8;CYP27A1;CYP39A1;AMACR;SCP2;ACOX2;MLYCD;OSBPL1A;SLC27A2,0.23076923076923078
8,484,acyl-CoA Oxidase Activity (GO:0003997),6/6,3.743069156494649e-09,catalytic activity,GO_Molecular_Function_2023,1.9480657320046495e-10,0.0,0.0,117096.0,2618151.10123165,ACOXL;ACADL;ACOX2;ACOX1;ACOX3;CRAT,1.0
8,484,"Alcohol Dehydrogenase Activity, Zinc-Dependent (GO:0004024)",6/6,3.743069156494649e-09,None,GO_Molecular_Function_2023,1.9480657320046495e-10,0.0,0.0,117096.0,2618151.10123165,ADH4;ADH1C;ADH1B;ADH7;ADH5;ADH6,1.0
8,484,Lipid Transport (GO:0006869),18/108,4.156643290489355e-09,localization,GO_Biological_Process_2023,1.1073025159090496e-10,0.0,0.0,8.337339055793992,191.1245271949861,ABCC3;SLC27A1;ABCC2;ACSL1;ABCA6;SLC10A1;SLC10A2;AKR1C1;PCTP;SLC51A;ABCA8;FABP1;SCP2;SLCO2B1;TTPA;EHHADH;SLCO1B3;SLCO1A2,0.16666666666666666
8,484,Steroid Biosynthetic Process (GO:0006694),13/50,4.717028532844938e-09,cellular process,GO_Biological_Process_2023,1.3049156801927598e-10,0.0,0.0,14.530728180409708,330.71519586182006,OSBPL3;CYP51A1;MSMO1;BAAT;CYP7B1;CYP27A1;CYP39A1;AMACR;SCP2;ACOX2;HSD17B1;OSBPL1A;SLC27A2,0.26
8,484,Bile Acid Biosynthetic Process (GO:0006699),10/25,5.1669231943837914e-09,cellular process,GO_Biological_Process_2023,1.4823140311756778e-10,0.0,0.0,27.42756680731364,620.7474536636975,CYP27A1;CYP39A1;AMACR;SCP2;ACOX2;OSBPL3;BAAT;CYP7B1;OSBPL1A;SLC27A2,0.4
8,484,Carboxylic Acid Metabolic Process (GO:0019752),11/33,5.996279209827846e-09,cellular process,GO_Biological_Process_2023,1.7816813225922902e-10,0.0,0.0,20.60676532769556,462.5867150943346,CYP2J2;PON3;GRHPR;GSTO1;CYP4F2;CYP2S1;PON1;CYP4F3;GLYAT;CYP4F22;CYP4F8,0.3333333333333333
